project_id,project_name,project_type,ministry,state,district,year,total_land_required_hectares,land_acquired_hectares,land_acquired_percent,acquisition_percentage,pending_approvals,compensation_status,compensation_pending_percent,rehabilitation_status,government_approval_status,environmental_clearance,forest_clearance,legal_dispute,legal_cases,court_case_count,objection_count,affected_families,rr_completed_percent,possession_percent,planned_duration_months,population_density,urban_rural,terrain_type,flood_prone,distance_to_highway_km,distance_to_railway_km,planned_start_date,planned_end_date,actual_end_date,previous_delay_days,delay_days,delay_risk,project_status,is_flagship_project
LA-FLAG-006,Eastern Dedicated Freight Corridor (segment),Railway,Ministry of Railways,Uttar Pradesh,Prayagraj,2020,15.0,13.3,88.7,88.7,1,Substantially Disbursed,23.5,Substantially Complete,Partially Approved,Approved,Approved,No,0,0,5,81,69.7,68.0,60,783,Rural,Hilly,0,21.9,0.2,2016-07-14,2021-07-14,,51,158,Medium,In Progress,True
LA-FLAG-006,Eastern Dedicated Freight Corridor (segment),Railway,Ministry of Railways,Uttar Pradesh,Prayagraj,2021,15.0,13.2,87.7,87.7,1,Substantially Disbursed,13.9,Substantially Complete,Partially Approved,Approved,Approved,No,0,0,5,81,74.7,68.0,60,783,Rural,Hilly,0,21.9,0.2,2016-07-14,2021-07-14,2021-07-14,33,158,Medium,Near Completion,True
LA-FLAG-007,Western Dedicated Freight Corridor (segment),Railway,Ministry of Railways,Gujarat,Bhavnagar,2015,17.5,6.8,38.7,38.7,4,Not Started,72.1,Not Started,Pending,Pending,Not Required,No,0,0,1,205,32.5,33.4,66,488,Rural,Coastal,0,42.3,0.2,2015-02-17,2021-02-17,,1,43,Low,Early Stage,True
LA-FLAG-007,Western Dedicated Freight Corridor (segment),Railway,Ministry of Railways,Gujarat,Bhavnagar,2016,17.5,11.4,65.1,65.1,4,Partially Disbursed,43.8,Partially Complete,Pending,Pending,Not Required,No,0,0,2,205,43.9,58.3,66,488,Rural,Coastal,0,42.3,0.2,2015-02-17,2021-02-17,,1,43,Low,In Progress,True
LA-FLAG-007,Western Dedicated Freight Corridor (segment),Railway,Ministry of Railways,Gujarat,Bhavnagar,2017,17.5,12.6,71.8,71.8,3,Partially Disbursed,38.0,Partially Complete,Under Review,Approved,Not Required,No,0,0,3,205,54.0,63.5,66,488,Rural,Coastal,0,42.3,0.2,2015-02-17,2021-02-17,,4,43,Low,In Progress,True
LA-FLAG-007,Western Dedicated Freight Corridor (segment),Railway,Ministry of Railways,Gujarat,Bhavnagar,2018,17.5,14.9,85.0,85.0,3,Partially Disbursed,38.3,Partially Complete,Under Review,Approved,Not Required,No,0,0,3,205,62.5,67.9,66,488,Rural,Coastal,0,42.3,0.2,2015-02-17,2021-02-17,,0,43,Low,In Progress,True
LA-FLAG-007,Western Dedicated Freight Corridor (segment),Railway,Ministry of Railways,Gujarat,Bhavnagar,2019,17.5,17.0,96.9,96.9,2,Substantially Disbursed,18.0,Substantially Complete,Partially Approved,Approved,Not Required,No,0,0,4,205,85.8,89.6,66,488,Rural,Coastal,0,42.3,0.2,2015-02-17,2021-02-17,,2,43,Low,In Progress,True
LA-FLAG-007,Western Dedicated Freight Corridor (segment),Railway,Ministry of Railways,Gujarat,Bhavnagar,2020,17.5,15.8,90.0,90.0,2,Substantially Disbursed,14.7,Substantially Complete,Partially Approved,Approved,Not Required,No,0,0,4,205,70.7,75.5,66,488,Rural,Coastal,0,42.3,0.2,2015-02-17,2021-02-17,,12,43,Low,In Progress,True
LA-FLAG-007,Western Dedicated Freight Corridor (segment),Railway,Ministry of Railways,Gujarat,Bhavnagar,2021,17.5,17.0,97.2,97.2,0,Substantially Disbursed,8.3,Substantially Complete,Approved,Approved,Not Required,No,0,0,4,205,82.3,87.6,66,488,Rural,Coastal,0,42.3,0.2,2015-02-17,2021-02-17,2021-02-17,19,43,Low,Near Completion,True
LA-FLAG-008,Noida International Airport (Jewar),Airport,Ministry of Civil Aviation (AAI),Uttar Pradesh,Ghaziabad,2019,18.0,8.1,44.8,44.8,3,Not Started,67.3,Partially Complete,Pending,Pending,Not Required,No,0,0,2,92,35.6,41.5,48,4780,Urban,Plain,0,4.4,33.5,2019-08-13,2023-08-13,,74,91,Medium,Early Stage,True
LA-FLAG-008,Noida International Airport (Jewar),Airport,Ministry of Civil Aviation (AAI),Uttar Pradesh,Ghaziabad,2020,18.0,11.5,63.8,63.8,2,Partially Disbursed,55.2,Partially Complete,Under Review,Pending,Not Required,No,0,0,4,92,57.2,52.7,48,4780,Urban,Plain,0,4.4,33.5,2019-08-13,2023-08-13,,45,91,Medium,In Progress,True
LA-FLAG-008,Noida International Airport (Jewar),Airport,Ministry of Civil Aviation (AAI),Uttar Pradesh,Ghaziabad,2021,18.0,14.2,78.7,78.7,2,Substantially Disbursed,26.3,Substantially Complete,Under Review,Approved,Not Required,No,0,0,5,92,69.2,62.8,48,4780,Urban,Plain,0,4.4,33.5,2019-08-13,2023-08-13,,18,91,Medium,In Progress,True
LA-FLAG-008,Noida International Airport (Jewar),Airport,Ministry of Civil Aviation (AAI),Uttar Pradesh,Ghaziabad,2022,18.0,16.1,89.6,89.6,1,Substantially Disbursed,23.3,Substantially Complete,Partially Approved,Approved,Not Required,No,0,0,6,92,73.1,71.4,48,4780,Urban,Plain,0,4.4,33.5,2019-08-13,2023-08-13,,44,91,Medium,In Progress,True
LA-FLAG-008,Noida International Airport (Jewar),Airport,Ministry of Civil Aviation (AAI),Uttar Pradesh,Ghaziabad,2023,18.0,17.6,97.9,97.9,2,Substantially Disbursed,14.6,Substantially Complete,Partially Approved,Approved,Not Required,No,0,0,6,92,86.1,91.3,48,4780,Urban,Plain,0,4.4,33.5,2019-08-13,2023-08-13,2023-08-13,12,91,Medium,Near Completion,True
LA-FLAG-009,Bengaluru Metro Phase 2 (select corridor),Metro,Ministry of Housing & Urban Affairs,Karnataka,Bengaluru,2017,15.0,3.1,20.4,20.4,3,Not Started,91.2,Not Started,Pending,Not Required,Not Required,No,0,0,2,86,17.4,17.8,54,3331,Urban,Desert,0,17.7,1.3,2017-09-03,2021-09-03,,661,769,High,Early Stage,True
LA-FLAG-009,Bengaluru Metro Phase 2 (select corridor),Metro,Ministry of Housing & Urban Affairs,Karnataka,Bengaluru,2018,15.0,5.0,33.7,33.7,4,Partially Disbursed,62.9,Not Started,Pending,Not Required,Not Required,No,0,0,3,86,22.5,27.2,54,3331,Urban,Desert,0,17.7,1.3,2017-09-03,2021-09-03,,557,769,High,In Progress,True
LA-FLAG-009,Bengaluru Metro Phase 2 (select corridor),Metro,Ministry of Housing & Urban Affairs,Karnataka,Bengaluru,2019,15.0,7.4,49.6,49.6,3,Not Started,67.6,Partially Complete,Pending,Not Required,Not Required,No,0,0,4,86,37.2,39.9,54,3331,Urban,Desert,0,17.7,1.3,2017-09-03,2021-09-03,,428,769,High,In Progress,True
LA-FLAG-009,Bengaluru Metro Phase 2 (select corridor),Metro,Ministry of Housing & Urban Affairs,Karnataka,Bengaluru,2020,15.0,9.1,60.6,60.6,3,Partially Disbursed,50.9,Partially Complete,Pending,Not Required,Not Required,No,0,0,5,86,51.3,52.6,54,3331,Urban,Desert,0,17.7,1.3,2017-09-03,2021-09-03,,329,769,High,In Progress,True
LA-FLAG-009,Bengaluru Metro Phase 2 (select corridor),Metro,Ministry of Housing & Urban Affairs,Karnataka,Bengaluru,2021,15.0,9.7,64.5,64.5,3,Partially Disbursed,46.3,Partially Complete,Under Review,Not Required,Not Required,No,0,0,6,86,52.5,49.3,54,3331,Urban,Desert,0,17.7,1.3,2017-09-03,2021-09-03,,208,769,High,In Progress,True
LA-FLAG-009,Bengaluru Metro Phase 2 (select corridor),Metro,Ministry of Housing & Urban Affairs,Karnataka,Bengaluru,2022,15.0,10.2,67.8,67.8,2,Partially Disbursed,48.6,Partially Complete,Under Review,Not Required,Not Required,No,0,0,7,86,40.8,56.3,54,3331,Urban,Desert,0,17.7,1.3,2017-09-03,2021-09-03,,120,769,High,In Progress,True
LA-FLAG-009,Bengaluru Metro Phase 2 (select corridor),Metro,Ministry of Housing & Urban Affairs,Karnataka,Bengaluru,2023,15.0,11.3,75.3,75.3,2,Partially Disbursed,36.8,Partially Complete,Under Review,Not Required,Not Required,No,0,0,7,86,60.8,61.5,54,3331,Urban,Desert,0,17.7,1.3,2017-09-03,2021-09-03,2023-09-03,0,769,High,In Progress,True
LA-FLAG-010,Purvanchal-linked Industrial Corridor node,Industrial Corridor,Dept. for Promotion of Industry & Internal Trade (DPIIT),Uttar Pradesh,Prayagraj,2019,15.0,8.7,58.0,58.0,4,Partially Disbursed,48.2,Partially Complete,Pending,Pending,Not Required,No,0,0,4,86,41.3,46.9,36,6846,Urban,Riverine,0,10.6,6.6,2019-12-18,2022-12-18,,5,41,Low,Early Stage,True
LA-FLAG-010,Purvanchal-linked Industrial Corridor node,Industrial Corridor,Dept. for Promotion of Industry & Internal Trade (DPIIT),Uttar Pradesh,Prayagraj,2020,15.0,12.3,81.8,81.8,3,Substantially Disbursed,27.2,Partially Complete,Under Review,Approved,Not Required,No,0,0,7,86,55.0,75.6,36,6846,Urban,Riverine,0,10.6,6.6,2019-12-18,2022-12-18,,23,41,Low,In Progress,True
LA-FLAG-010,Purvanchal-linked Industrial Corridor node,Industrial Corridor,Dept. for Promotion of Industry & Internal Trade (DPIIT),Uttar Pradesh,Prayagraj,2021,15.0,13.6,90.3,90.3,2,Substantially Disbursed,12.0,Substantially Complete,Partially Approved,Approved,Not Required,No,0,0,10,86,70.2,71.5,36,6846,Urban,Riverine,0,10.6,6.6,2019-12-18,2022-12-18,,6,41,Low,In Progress,True
LA-FLAG-010,Purvanchal-linked Industrial Corridor node,Industrial Corridor,Dept. for Promotion of Industry & Internal Trade (DPIIT),Uttar Pradesh,Prayagraj,2022,15.0,14.3,95.4,95.4,1,Substantially Disbursed,5.4,Substantially Complete,Approved,Approved,Not Required,No,0,0,10,86,83.2,79.1,36,6846,Urban,Riverine,0,10.6,6.6,2019-12-18,2022-12-18,2022-12-18,2,41,Low,Near Completion,True
LA-100011,Power Transmission Project 11,Power Transmission,Ministry of Power,Bihar,Bhagalpur,2015,15.0,6.4,42.5,42.5,4,Not Started,81.0,Not Started,Pending,Pending,Pending,No,0,0,3,54,28.0,37.8,57,3717,Urban,Plain,0,3.6,0.7,2015-08-10,2020-08-10,,95,91,Medium,Early Stage,False
LA-100011,Power Transmission Project 11,Power Transmission,Ministry of Power,Bihar,Bhagalpur,2016,15.0,8.2,54.6,54.6,4,Partially Disbursed,48.6,Partially Complete,Pending,Pending,Pending,No,0,0,5,54,47.6,42.7,57,3717,Urban,Plain,0,3.6,0.7,2015-08-10,2020-08-10,,42,91,Medium,In Progress,False
LA-100011,Power Transmission Project 11,Power Transmission,Ministry of Power,Bihar,Bhagalpur,2017,15.0,10.6,71.0,71.0,2,Substantially Disbursed,29.7,Partially Complete,Under Review,Approved,Pending,No,0,0,6,54,47.8,56.6,57,3717,Urban,Plain,0,3.6,0.7,2015-08-10,2020-08-10,,44,91,Medium,In Progress,False
LA-100011,Power Transmission Project 11,Power Transmission,Ministry of Power,Bihar,Bhagalpur,2018,15.0,11.6,77.2,77.2,2,Substantially Disbursed,31.2,Partially Complete,Under Review,Approved,Approved,No,0,0,8,54,48.5,59.8,57,3717,Urban,Plain,0,3.6,0.7,2015-08-10,2020-08-10,,42,91,Medium,In Progress,False
LA-100011,Power Transmission Project 11,Power Transmission,Ministry of Power,Bihar,Bhagalpur,2019,15.0,13.3,88.3,88.3,1,Substantially Disbursed,27.1,Partially Complete,Partially Approved,Approved,Approved,No,0,0,9,54,56.9,78.0,57,3717,Urban,Plain,0,3.6,0.7,2015-08-10,2020-08-10,,0,91,Medium,In Progress,False
LA-100011,Power Transmission Project 11,Power Transmission,Ministry of Power,Bihar,Bhagalpur,2020,15.0,14.1,93.7,93.7,2,Substantially Disbursed,16.1,Partially Complete,Partially Approved,Approved,Approved,No,0,0,9,54,56.6,77.3,57,3717,Urban,Plain,0,3.6,0.7,2015-08-10,2020-08-10,2020-08-10,0,91,Medium,Near Completion,False
LA-100012,Highway Project 12,Highway,Ministry of Road Transport & Highways (MoRTH/NHAI),Gujarat,Vadodara,2017,37.4,6.4,17.1,17.1,4,Not Started,96.8,Not Started,Pending,Pending,Not Required,Yes,1,1,1,64,14.9,13.8,63,5597,Urban,Riverine,1,15.9,1.4,2017-06-25,2022-06-25,,461,529,High,Early Stage,False
LA-100012,Highway Project 12,Highway,Ministry of Road Transport & Highways (MoRTH/NHAI),Gujarat,Vadodara,2018,37.4,14.2,37.9,37.9,3,Partially Disbursed,66.0,Not Started,Pending,Pending,Not Required,Yes,1,1,1,64,26.2,29.5,63,5597,Urban,Riverine,1,15.9,1.4,2017-06-25,2022-06-25,,384,529,High,In Progress,False
LA-100012,Highway Project 12,Highway,Ministry of Road Transport & Highways (MoRTH/NHAI),Gujarat,Vadodara,2019,37.4,18.8,50.2,50.2,3,Partially Disbursed,57.1,Not Started,Pending,Pending,Not Required,Yes,2,2,2,64,30.8,44.9,63,5597,Urban,Riverine,1,15.9,1.4,2017-06-25,2022-06-25,,274,529,High,In Progress,False
LA-100012,Highway Project 12,Highway,Ministry of Road Transport & Highways (MoRTH/NHAI),Gujarat,Vadodara,2020,37.4,20.4,54.5,54.5,3,Partially Disbursed,57.5,Partially Complete,Pending,Pending,Not Required,Yes,2,2,2,64,39.7,47.9,63,5597,Urban,Riverine,1,15.9,1.4,2017-06-25,2022-06-25,,233,529,High,In Progress,False
LA-100012,Highway Project 12,Highway,Ministry of Road Transport & Highways (MoRTH/NHAI),Gujarat,Vadodara,2021,37.4,24.1,64.4,64.4,3,Partially Disbursed,49.2,Partially Complete,Under Review,Pending,Not Required,Yes,3,3,3,64,57.0,52.3,63,5597,Urban,Riverine,1,15.9,1.4,2017-06-25,2022-06-25,,173,529,High,In Progress,False
